nicu,name,full_address,addr,city_state_zip,level,beds,type,contact,latitude,longitude
146,Bethesda Hospital East,"2815 S Seacrest Blvd Boynton Beach, FL 33435",2815 S Seacrest Blvd,"Boynton Beach, FL 33435",III,15,Private Practice,NA,26.503423620000035,-80.06911597099997
147,Bethesda North Hospital,"10500 Montgomery Rd Cincinnati, OH 45242",10500 Montgomery Rd,"Cincinnati, OH 45242",II,12,Academic Program,"Scott Wexelblatt, MD",39.252035868000064,-84.34396340399996
148,Beverly Hospital,"85 Herrick St Beverly, MA 01915",85 Herrick St,"Beverly, MA 01915",II,12,Academic Program,"Ivana Culic, MD",42.56509299700008,-70.87724989099996
149,Billings Clinic,801 N. 29th St Billings MT 59101,801 N. 29th St,Billings MT 59101,III,19,Hospital Employed,"Fermin Blanco, MD",45.78709998000005,-108.51250016099999
150,Blank Children’s Hospital,"1200 Pleasant St Des Moines, IA 50309",1200 Pleasant St,"Des Moines, IA 50309",III,44,Employed Group,"Samir Alabsi, MD",41.58985420100004,-93.63651182199999
151,Blessing Hospital,"1005 Broadway St Quincy, IL 62301",1005 Broadway St,"Quincy, IL 62301",II,NA,NA,NA,39.93569898900006,-91.39982740899995
152,Boca Raton Regional Hospital,"800 Meadows Rd Boca Raton, FL 33486",800 Meadows Rd,"Boca Raton, FL 33486",II,NA,Private Practice,NA,26.359438947000058,-80.10279931499997
153,Boone Hospital Center,"1600 E Broadway Columbia, MO 65201",1600 E Broadway,"Columbia, MO 65201",III,21,Private Practice,"Timothy O’Connor, MD",38.95060467800005,-92.31680140699996
154,Boston Children’s Hospital,"300 Longwood Avenue Boston, MA 02115",300 Longwood Avenue,"Boston, MA 02115",III,24,Academic Program,"Anne Hansen, MD",42.33777296200003,-71.10518088299995
155,Boston Medical Center,"1 Boston Medical Center Place Boston, MA 02118",1 Boston Medical Center Place,"Boston, MA 02118",III,15,Academic Program,"Vincent Smith, MD",42.33467456900007,-71.07547485799995
156,Boulder Community Hospital,"4747 Arapahoe Ave. Boulder, CO 80303",4747 Arapahoe Ave.,"Boulder, CO 80303",II,18,Academic Program,"Adam Rosenberg, MD",40.014754906000064,-105.23958312499997
157,Bozeman Health Deaconess Hospital,915 Highland Blvd Bozeman MT 59715,915 Highland Blvd,Bozeman MT 59715,II,4,Employed Group,"Dianne Warner, MD",45.66928391000005,-111.01751353099996
158,Brandon Regional Hospital,"119 Oakfield Dr Brandon, FL 33511",119 Oakfield Dr,"Brandon, FL 33511",III,22,Academic Program,"Victor McKay, MD",27.933909589000052,-82.28835904999994
159,Brenner Children’s Hospital,"Medical Center Blvd Winston-Salem, NC 27157",Medical Center Blvd,"Winston-Salem, NC 27157",IV,79,Academic Program,"Jennifer Helderman, MD",NA,NA
160,Bridgeport Hospital,"267 Grant St Bridgeport, CT 06610",267 Grant St,"Bridgeport, CT 06610",III,20,Academic Program,"Eliza Meyers, MD",41.188789814000074,-73.16569691099994
161,Brigham and Women’s Hospital,"75 Francis St Boston, MA 02115",75 Francis St,"Boston, MA 02115",III,48,Academic Program,"Terri Gorman, MD",42.33476230700006,-71.10580037299997
162,Brigham City Community Hospital,"950 Medical Drive Brigham City, UT 84302",950 Medical Drive,"Brigham City, UT 84302",II,10,NA,NA,41.49202259000003,-112.02407724099999
163,Brockton Hospital,"680 Centre St Brockton, MA 02302",680 Centre St,"Brockton, MA 02302",II,NA,Academic Program,"H. Ozlem Kasaroglu, MD",42.086175698000034,-70.99139911899994
164,Bronson Methodist Hospital,"601 John St Kalamazoo, MI 49007",601 John St,"Kalamazoo, MI 49007",III,45,Academic Program,"Robin Pierucci, MD",42.28613330500008,-85.58133178399999
165,BronxCare Hospital Center,"1650 Grand Concourse Bronx, NY 10457",1650 Grand Concourse,"Bronx, NY 10457",III,40,Academic Program,"Jing Ja Yoon, MD",40.84428627900007,-73.91137138099998
166,Brookdale Hospital Medical Center,"1 Brookdale Plaza Brooklyn, NY 11212",1 Brookdale Plaza,"Brooklyn, NY 11212",III,30,Academic Program,"Roger Kim, MD",40.65524257200008,-73.91210556199997
167,Brooklyn Hospital Center,"121 DeKalb Avenue Brooklyn, NY 11201",121 DeKalb Avenue,"Brooklyn, NY 11201",III,28,Academic Program,"Patrick Leblanc, MD",40.68959416800004,-73.97221156699999
168,Brookwood Baptist Medical Center,"2010 Brookwood Medical Center Dr Birmingham, AL 35209",2010 Brookwood Medical Center Dr,"Birmingham, AL 35209",III,NA,Private Practice,NA,33.463062414000035,-86.77654634799995
169,Broward Health Coral Springs,"3000 Coral Hills Dr Coral Springs, FL 33065",3000 Coral Hills Dr,"Coral Springs, FL 33065",II,10,Private Practice,"Arlene Boykin, MD",26.269574694000028,-80.25417738999994
170,Broward Health Medical Center,"1600 S Andrews Ave Fort Lauderdale, FL 33316, USA",1600 S Andrews Ave,"Fort Lauderdale, FL 33316, USA",III,63,Private Practice,"Johny Tryzmel, MD",26.101841299000057,-80.14233840699995
171,Brownwood Regional Medical Center,"1501 Burnett Rd Brownwood, TX 76801",1501 Burnett Rd,"Brownwood, TX 76801",II,NA,NA,NA,31.677268887000025,-98.99232502599995
172,Bryan Medical Center East Campus,"1600 S 48th St Lincoln, NE 68506",1600 S 48th St,"Lincoln, NE 68506",III,25,Private Practice,NA,40.79657251300006,-96.65367657499996
173,Bryn Mawr Hospital,"130 S Bryn Mawr Ave Bryn Mawr, PA 19010",130 S Bryn Mawr Ave,"Bryn Mawr, PA 19010",III,21,Network Medical Group,NA,40.01899339000005,-75.319944378999935
174,Cabell Huntington Hospital,"1340 Hal Greer Boulevard Huntington, WV 25701",1340 Hal Greer Boulevard,"Huntington, WV 25701",III,36,Academic Program,"Balaji Govindaswami, MD",38.408976650000056,-82.42819285799999
175,California Hospital Medical Center,"1401 S Grand Ave Los Angeles, CA 90015",1401 S Grand Ave,"Los Angeles, CA 90015",III,26,NA,NA,34.03708366500007,-118.26546348299996
176,California Pacific Medical Center,"3700 California St San Francisco, CA 94118",3700 California St,"San Francisco, CA 94118",III,36,Private Practice,NA,37.78620682900004,-122.455115251
177,Campbell County Health – Gillette,"501 S.  South Burma Ave. Gillette, WY 82716",501 S.  South Burma Ave.,"Gillette, WY 82716",II,7,NA,"Judy Boyle, MD",44.29037584200006,-105.51952229199998
178,Cape Coral Hospital,"636 Del Prado Blvd S Cape Coral, FL 33990",636 Del Prado Blvd S,"Cape Coral, FL 33990",II,10,Private Practice,NA,26.63956544000007,-81.94095028099997
179,Cape Fear Valley Medical Center,"1638 Owen Dr Fayetteville, NC 28304",1638 Owen Dr,"Fayetteville, NC 28304",III,44,Private Practice,"Keith Gallaher, MD",35.03272131600005,-78.93122325399997
180,Capital Health Medical Center,"1 Capital Way, Pennington, NJ 08534","1 Capital Way,","Pennington, NJ 08534",III,12,Private Practice,"Randi Axelrod, MD",NA,NA
181,Capital Regional Medical Center,"2626 Capital Medical Blvd Tallahassee, FL 32308",2626 Capital Medical Blvd,"Tallahassee, FL 32308",II,10,Private Practice,NA,30.475442497000074,-84.23064257699997
182,Carilion Roanoke Memorial Hospital,"1906 Belleview Ave SE Roanoke, VA 24014",1906 Belleview Ave SE,"Roanoke, VA 24014",III,60,Private Practice,"Hirenkumar Patel, MD",37.252063331000045,-79.94168654799995
183,Carle Foundation Hospital,"611 W Park St Urbana, IL 61801",611 W Park St,"Urbana, IL 61801",III,48,NA,NA,40.11738186400004,-88.21466215999999
184,Carolinas Blue Ridge,"2201 South Sterling Street Morganton, NC 28655",2201 South Sterling Street,"Morganton, NC 28655",II,4,Private Practice,"James Pascale, MD",35.72786362900007,-81.66540929299998
185,CaroMont Regional Medical Center,"525 Court Dr Gastonia, NC 28054",525 Court Dr,"Gastonia, NC 28054",III,16,Private Practice,"Kevin Coppage, MD",NA,NA
186,Carondelet St. Joseph’s Hospital – Tucson,"350 N. Wilmot Road Tucson, AZ 85711",350 N. Wilmot Road,"Tucson, AZ 85711",II,30,Private Practice,"Dariush Mehrabani-Zardoshti, MD",32.225779697000064,-110.85792206299999
187,Carroll Hospital,"200 Memorial Ave, Westminster, MD 21157","200 Memorial Ave,","Westminster, MD 21157",II,NA,Private Practice,"Cynthia Roldan, M.D",39.55728005700007,-76.98915911799998
188,Castle Rock Adventist,"2352 Meadows Blvd Castle Rock, Colorado 80109",2352 Meadows Blvd,"Castle Rock, Colorado 80109",II,4,Private Practice,"Karen Zarlengo, MD",39.40203991000004,-104.88476080599997
189,Catawaba Valley Medical Center,"810 Fairgrove Church Rd SE Hickory, NC 28602",810 Fairgrove Church Rd SE,"Hickory, NC 28602",III,20,Private Practice,"Samuel Wellman, MD",35.71370576700008,-81.26504411599996
190,Catholic Medical Center,"100 McGregor St Manchester, NH 03102",100 McGregor St,"Manchester, NH 03102",II,10,Academic Program,"Steven Ringer, MD",42.99108927700007,-71.47378367199997
191,Cedar Park Regional Medical Center,"1401 Medical Pkwy Cedar Park, TX 78613",1401 Medical Pkwy,"Cedar Park, TX 78613",II,8,Private Practice,NA,30.531434614000034,-97.81377628699994
192,Cedar Sinai Medical Center,"8700 Beverly Blvd Los Angeles, CA 90048",8700 Beverly Blvd,"Los Angeles, CA 90048",IV,45,Private Practice,"Charles Simmons, MD",34.07701941600004,-118.38311677399997
193,Centegra McHenry Hospital,"4201 Medical Center Drive McHenry, IL 60050",4201 Medical Center Drive,"McHenry, IL 60050",II,NA,Private Practice,NA,42.31853962300005,-88.28554652599996
194,Centennial Hills Medical Center,"6900 N Durango Dr Las Vegas, NV 89149",6900 N Durango Dr,"Las Vegas, NV 89149",III,18,Private Practice,"Philip Vaughn, MD",36.28727187800007,-115.28784038599997
195,Centerpoint Medical Center,"19600 East 39th St S Independence, MO 64057",19600 East 39th St S,"Independence, MO 64057",III,12,Private Practice,"Tiffany Simpson, MD",39.04766354000003,-94.34757901599994
196,Centinela Hospital Medical Center,"555 E Hardy St Inglewood, CA 90301",555 E Hardy St,"Inglewood, CA 90301",II,9,NA,NA,33.94910013000003,-118.34817328099996
197,Central Maine Medical Center,"10 High St Lewiston, ME 04240, USA",10 High St,"Lewiston, ME 04240, USA",II,NA,NA,NA,44.103353464000065,-70.21373470799995
198,Central Washington Hospital & Clinics,"1201 S Miller St, Wenatchee, WA 98801","1201 S Miller St,","Wenatchee, WA 98801",II,NA,NA,NA,47.40634530300008,-120.32453293699996
199,CentraState Medical Center,"901 West Main Street Freehold, NJ 07728",901 West Main Street,"Freehold, NJ 07728",II,NA,Employed Group,NA,40.23765676800008,-74.30887578299996
200,Centura Health Longmont United,"1950 Mountain View Ave Longmont, Colorado 80501",1950 Mountain View Ave,"Longmont, Colorado 80501",III,6,Academic Program,"Annie Hall, MD",40.18133248300006,-105.12691582599996
201,Centura Health Parker Adventist Hospital,"9395  Crown Crest Blvd Parker, CO 80138",9395  Crown Crest Blvd,"Parker, CO 80138",III,12,Academic Program,"Danielle Smith, MD",NA,NA
202,Centura Health Penrose St. Francis,"6001 E Woodman Rd Colorado Springs, Colorado 80923",6001 E Woodman Rd,"Colorado Springs, Colorado 80923",III,54,Private Practice,"Bridget Buzzella, MD",NA,NA
203,Chambersburg Hospital,"112 N 7th St Chambersburg, PA 17201",112 N 7th St,"Chambersburg, PA 17201",II,9,Employed Group,NA,39.93473381200005,-77.64752312999997
204,Chandler Regional Medical Center,"1955 W Frye Rd Chandler, AZ 85224",1955 W Frye Rd,"Chandler, AZ 85224",II,35,Private Practice,"James Zozobrado, MD",33.29868377400004,-111.87502607299996
205,Charleston Area Medical Center,"800 Pennsylvania Ave Charleston, WV 25302",800 Pennsylvania Ave,"Charleston, WV 25302",IV,26,Private Practice,NA,38.359096462000025,-81.64002848699994
206,Charlton Memorial Hospital,"363 Highland Ave Fall River, MA 02720, USA",363 Highland Ave,"Fall River, MA 02720, USA",II,NA,Academic Program,"Daphne Remy, MD",41.710534206000034,-71.14636554999998
207,Chester County Hospital,"701 E Marshall St West Chester, PA 19380",701 E Marshall St,"West Chester, PA 19380",III,15,Academic Program,"Carol Anderson, MD",39.97056131100004,-75.60126791699997
208,Cheyenne Regional,"214 E 23rd St Cheyenne Cheyenne, WY 82001",214 E 23rd St Cheyenne,"Cheyenne, WY 82001",II,NA,NA,NA,41.13986480400007,-104.81695168299996
209,CHI – St. Alexis Health,"900 E Broadway Ave Bismarck, ND 58501",900 E Broadway Ave,"Bismarck, ND 58501",III,24,Hospital Employed,NA,46.806406561000074,-100.77828729599997
210,CHI Good Samaritan,"10 E 31st St Kearney, NE 68847",10 E 31st St,"Kearney, NE 68847",II,9,NA,NA,40.706445013000064,-99.08145255299996
211,CHI Health Lakeside Hospital,"16901 Lakeside Hills Ct Omaha, NE 68130",16901 Lakeside Hills Ct,"Omaha, NE 68130",II,7,Academic Program,"Terence Zach, MD",NA,NA
212,CHI Saint Joseph East,"170 N Eagle Creek Dr Lexington, KY 40509",170 N Eagle Creek Dr,"Lexington, KY 40509",III,16,Private Practice,"Khaldon Jundi, MD",37.99909922900008,-84.44175088299994
213,CHI St. Elizabeth,"555 S 70th St Lincoln, NE 68510",555 S 70th St,"Lincoln, NE 68510",III,30,Private Practice,"BJ Wilson, MD",40.80888913500007,-96.62519661299996
214,CHI St. Francis,"2620 W Faidley Ave Grand Island, NE 68803",2620 W Faidley Ave,"Grand Island, NE 68803",II,9,NA,NA,40.924237308000045,-98.36996435299994
215,CHI St. Luke’s  Health – The Woodlands Hospital,"17200 St. Luke's Way The Woodlands, TX 77384",17200 St. Luke's Way,"The Woodlands, TX 77384",II,NA,Academic Program,NA,30.202357865000067,-95.45942380399998
216,CHI St. Luke’s Health – Sugar Land Hospital,"1317 Lake Pointe Pkwy Sugar Land, TX 77478",1317 Lake Pointe Pkwy,"Sugar Land, TX 77478",II,NA,Academic Program,NA,29.605113344000074,-95.62137779999995
217,CHI St. Luke’s Health Memorial,"1201 W Frank Ave Lufkin, TX 75904",1201 W Frank Ave,"Lufkin, TX 75904",II,8,Academic Program,NA,31.337182900000073,-94.74293469399998
218,CHI St. Vincent Hot Springs,"300 Werner St Hot Springs, AR 71913",300 Werner St,"Hot Springs, AR 71913",II,NA,NA,NA,34.46604311700003,-93.06710704399995
219,Children’s Healthcare of Atlanta – Egleston Hospital,"1405 Clifton Rd. Atlanta, GA 30322",1405 Clifton Rd.,"Atlanta, GA 30322",IV,80,Academic Program,"Anthony Piazza, MD",33.795914776000075,-84.32151594299995
220,Children’s Hospital & Medical Center,"8200 Dodge St Omaha, NE 68114",8200 Dodge St,"Omaha, NE 68114",IV,40,Academic Program,"Nicole Birge, MD",41.259687040000074,-96.04044618099994
221,Children’s Hospital at Erlanger,"910 Blackford St. Chattanooga, TN 37403",910 Blackford St.,"Chattanooga, TN 37403",IV,58,Academic Program,"Anuj Sinha, DO",35.049879092000026,-85.29068516599995
222,Children’s Hospital Oakland,"1975 4th St San Francisco, CA 94158",1975 4th St,"San Francisco, CA 94158",IV,50,Academic Program,"Thomas Shimotake, MD",NA,NA
223,Children’s Hospital of Colorado,"13123 E 16th Ave Aurora, CO 80045, USA",13123 E 16th Ave,"Aurora, CO 80045, USA",IV,84,Academic Program,"Theresa Grover, MD",39.74076890900005,-104.83502706499996
224,Children’s Hospital of Colorado – Colorado Springs,"4090 Briargate Pkwy Colorado Springs, CO 80920",4090 Briargate Pkwy,"Colorado Springs, CO 80920",III,50,Private Practice,"Robert Kiley, MD",38.97089309900008,-104.73882057699996
225,Children’s Hospital of Georgia,"1446 Harper St Augusta, GA 30912",1446 Harper St,"Augusta, GA 30912",IV,42,Academic Program,"Amy Thompson, MD",33.47208656000004,-81.98926954799998
226,Children’s Hospital of Los Angeles,"4650 Sunset Blvd Los Angeles, CA 90027",4650 Sunset Blvd,"Los Angeles, CA 90027",IV,58,Academic Program,"Rachel Chapman, MD",34.09815258400005,-118.29068563399994
227,Children’s Hospital of Michigan,"3901 Beaubien Street Detroit, MI 48201",3901 Beaubien Street,"Detroit, MI 48201",IV,40,Academic Program,"Girija Natarajan, MD",42.35174806100008,-83.05377507999998
228,Children’s Hospital of Nevada,1800 W Charleston Blvd Las Vegas NV 89102,1800 W Charleston Blvd,Las Vegas NV 89102,III,24,Academic Program,NA,36.15894074300007,-115.16742257699997
229,Children’s Hospital of New Orleans,"200 Henry Clay Ave New Orleans, LA 70118",200 Henry Clay Ave,"New Orleans, LA 70118",IV,34,Academic Program,"Brian Barkemeyer, MD",29.917676554000025,-90.12697235999997
230,Children’s Hospital of Orange County,"1201 W La Veta Ave Orange, CA 92868",1201 W La Veta Ave,"Orange, CA 92868",IV,104,Private Practice,"Vijay Dhar, MD",33.780329179000034,-117.86506575799996
231,Children’s Hospital of Philadelphia,"3401 Civic Center Blvd Philadelphia, PA 19104",3401 Civic Center Blvd,"Philadelphia, PA 19104",IV,95,Academic Program,"David Munson, MD",39.94810216900004,-75.19317539599996
232,Children’s Hospital of Richmond at VCU,"1000 East Broad Street Richmond,VA 23219",1000 East Broad Street,"Richmond,VA 23219",IV,40,Academic Program,"Russell Moores, MD",37.54026746400007,-77.43284388399996
233,Children’s Hospital of San Antonio,"333 N Santa Rosa St San Antonio, TX 78207",333 N Santa Rosa St,"San Antonio, TX 78207",IV,60,Private Practice,"Maria Pierce, MD",29.428192718000048,-98.49774935999994
234,Children’s Hospital of The King’s Daughters,"601 Children's Ln Norfolk, VA 23507",601 Children's Ln,"Norfolk, VA 23507",IV,64,Employed Group,"Jamil Khan, MD",36.861339892000046,-76.30161534599995
235,Children’s Hospital of Wisconsin – Fox Valley,"130 Second St Neenah, WI 54956",130 Second St,"Neenah, WI 54956",III,22,Academic Program,"Michael Holkensen, MD",NA,NA
236,Children’s Hospital of Wisconsin – Milwaukee,"8915 W Connell Ct Milwaukee, WI 53226, USA",8915 W Connell Ct,"Milwaukee, WI 53226, USA",IV,70,Academic Program,"Michael Uhing, MD",43.04278193500005,-88.02308594899995
237,Children’s Medical Center of Dallas,"1935 Medical District Dr Dallas, TX 75235",1935 Medical District Dr,"Dallas, TX 75235",IV,47,Academic Program,"Rashmin Savani, MD",32.808904668000025,-96.83608703099998
238,Children’s Mercy Hospital,"2401 Gillham Rd Kansas City, MO 64108",2401 Gillham Rd,"Kansas City, MO 64108",IV,84,Academic Program,"Eugenia Pallotto, MD",39.08194800800004,-94.57828253099996
239,Children’s Minnesota – Minneapolis,"2525 Chicago Ave. Minneapolis, MN 55404",2525 Chicago Ave.,"Minneapolis, MN 55404",IV,118,Hospital Employed,"Thomas George, MD",44.95680309900007,-93.26254375699995
240,Children’s Minnesota – St. Paul,"345 Smith Ave N St Paul, MN 55102",345 Smith Ave N,"St Paul, MN 55102",III,62,Hospital Employed,"Jill Therien, MD",44.94120995800006,-93.10944993899994
241,Children’s National,"111 Michigan Ave NW Washington, DC 20010",111 Michigan Ave NW,"Washington, DC 20010",IV,54,Academic Program,"Lamia Soghier, MD",38.92627509500005,-77.01276348399995
242,Children’s of Alabama,"1600 7th Ave S Birmingham, AL 35233",1600 7th Ave S,"Birmingham, AL 35233",IV,48,Academic Program,"Carl Coghill, MD",33.503294141000026,-86.80530219299999
243,Children’s of Mississippi,"2500 N State St Jackson, MS 39216",2500 N State St,"Jackson, MS 39216",IV,102,Academic Program,"Mobolaji Famuyide, MD",32.32881143700007,-90.17561499099997
244,Children’s Scottish Rite Hospital,"1001 Johnson Ferry Road NE Atlanta, GA 30342",1001 Johnson Ferry Road NE,"Atlanta, GA 30342",III,35,Private Practice,"Patrick S. Spafford, MD (Neonatology Associates)",33.907876857000076,-84.35478238699994
245,Chilton Medical Center,"97 West Pkwy, Pompton Plains, NJ 07444","97 West Pkwy,","Pompton Plains, NJ 07444",II,4,Private Practice,"Lawrence Skolnick, MD",40.95765420200007,-74.30747742699998
